name,calories,protein_g,carbs_g,fat_g,fibre_g,food_group,diet_type,source
"Mutton pulao",131,6.5,11.3,10.8,1.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chicken pulao",108,6.1,11.2,8.5,1.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Mexican rice",121,4.6,14.2,4.9,1.6,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Plain khitchdi (Plain khichri/khichdi)",57,1.7,10,1,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Instant idli (with semolina)",247,9.2,43.4,3.6,7.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Plain dosa",381,10.3,64.1,8.4,5.2,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Masala dosa mixed vegetable fillings",145,4.8,23,3.3,4.3,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Masala dosa paneer fillings",243,10.3,29.8,8.8,3.1,"Cereals & Grains","vegetarian","INDB_Kaggle"
"Uttapam",256,6.2,36.3,9,4.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Appam",268,3.1,13.3,22.6,6.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Beans and macaroni",136,4.6,14.2,7,2.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spaghetti bolognese",97,9.4,10,9.5,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Meat and macaroni casserole",162,9.2,16.1,10.2,1.2,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Spaghetti with meat balls and tomato sauce",158,5.6,10.5,10.6,1.1,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Spaghetti with paneer balls and tomato sauce",159,4,12.7,10.4,1.3,"Dairy","vegetarian","INDB_Kaggle"
"Lasagne with meat sauce",63,2.9,5.4,3.4,0.5,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Lasagne with vegetables",49,1.7,5.9,2.2,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Home made egg noodles",241,6.6,42.9,4.4,1.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Sour lentils (Khatti dal)",35,2.2,6,0.1,1.2,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Urad special dehusked",69,3.1,8.9,2.2,2.5,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Arhar with spinach (Arhar dal aur palak)",53,2.1,4.8,2.8,1.3,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Moong dal with vadi",24,0.4,1,2.1,0.4,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru)",27,1.1,3.4,0.9,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru)",24,1.1,2.9,0.9,1.5,"Beverages","vegetarian","INDB_Kaggle"
"Green gram whole with baghar (Sabut moong dal with tadka)",63,3.2,6.8,2.5,3,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Urad sabut special",79,2.3,5,5.5,2.2,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Kabuli channa curry",69,2.9,7.6,3.1,1.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Besan gatte curry",189,7.8,16.3,10.7,3.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dry masala chops",135,9.1,3.3,9.5,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mutton korma",116,7.1,2.5,8.5,0.8,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Shahi keema kofta curry",418,4.1,1.7,43.8,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Minced meat ball curry",110,6.8,2.9,7.9,1.5,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Boti kebab",133,9.2,3.1,9.3,0.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mutton seekh kebab",134,11.3,3.1,8.4,1.9,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Indian lamb and egg curry (Nargisi kofta)",336,3.8,2.1,34.7,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Soya chunks sweet and sour (Nutrinugget sweet and sour)",501,2.9,3.3,56,0.9,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Soya chunks korma (Nutrinugget korma)",131,3.9,7.7,9.5,2.6,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Mushroom matar",71,2.8,5.3,4.1,3.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Soya chunks and peas (Nutrinugget matar)",83,3,5.8,5.1,2.9,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Vegetable yakhni",406,1.2,1.9,43.8,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spinach mushroom (Palak mushroom)",48,1.9,3,3,2.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetarian nargisi kofta curry",332,2.3,6.6,32.9,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Roast chicken",200,20.5,0.1,13.1,0,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Shahi chicken masala",164,9.8,4.1,12,1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Tomato chicken",112,10.6,2.1,6.7,1.4,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Creamy chicken",153,13.5,3.1,9.6,0.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Broccoli chicken ala king",120,8,5.3,7.6,1.9,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Ginger chicken",129,8.2,5.6,8.2,1.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chicken sweet and sour",445,6.9,2.7,47.6,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chicken korma",148,9.8,5.4,9.7,1.8,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Bengal fish curry (Bengali machli curry)",109,7.3,4.4,7,1.9,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish finger",543,5.7,4.5,55.8,0.3,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish in coconut milk (Nariyal ke doodh ke saath machli)",86,8.7,2.7,4.4,1.5,"Beverages","non-vegetarian","INDB_Kaggle"
"Prawn curry (with coconut) (Jhinga curry)",110,8.5,3.1,6.9,1.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Baked stuffed fish",122,16.1,2.1,5.4,0.4,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish pie",121,9.3,7.7,5.8,0.8,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Crispy baked fish",138,11,9.6,6.4,1.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish souffle",140,10.5,5.1,8.6,0.2,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Potato curry (Aloo ki sabzi)",90,1.5,10.4,4.5,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Egg curry (Anda curry)",118,5.4,4,8.8,2.1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Vegetable curry with coconut",83,2.8,7.2,4.7,3.4,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Curd with potatoes (Dahi aloo)",60,1.6,7.2,2.7,1.2,"Dairy","vegetarian","INDB_Kaggle"
"Potato kofta curry (Aloo kofta curry)",455,0.6,2.8,49.1,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Yam kofta curry (Zimikand/Suran kofta curry)",323,0.7,3.8,33.8,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jackfruit kofta curry (Kathal ka kofta curry)",321,0.8,3.2,33.8,1,"Fruits","vegetarian","INDB_Kaggle"
"Spinach and potato (Palak aloo)",57,1.6,5.9,2.8,2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mooli bhujia",91,1.7,4.7,7.3,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bathua bhujia",91,2.3,3.6,7.3,3.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cabbage rolls (dry) ((Pattagobhi rolls) (dry))",142,8.2,6.1,9.4,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cabbage rolls (curry) ((Pattagobhi rolls)(curry))",125,5.8,7,8.2,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dry arbi (Sookhi arbi)",135,2.1,11.1,9,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Masala arbi",185,3,16.2,11.9,3.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peas brinjal bhartha (Matar baingan bhartha)",85,2.1,5,6.1,3.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji)",111,1.8,4.5,9.3,3.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Crispy okra/Crispy lady's fingers (Karare bhindi)",658,1.9,4.4,70.4,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Beans foogath",105,2,3.3,9.2,4.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Stuffed bittergourd (wet) (Bharwa karele)",162,1.4,4.7,15.2,2.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jackfruit/Kathal (dry)",489,0.9,4.6,51.8,1.3,"Fruits","vegetarian","INDB_Kaggle"
"Yam fried (Zimikand/Suran fried)",492,0.8,5.5,51.8,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetable jalfrezi",68,1.4,5.4,4.4,3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetables stir fry",31,1,3.2,1.5,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Broccoli delight",41,2.5,2.3,2.5,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dhansak (vegetarian)",83,3.3,7.3,4.2,4.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cauliflower basket",91,5.2,4,5.9,2.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Stuffed bottle gourd (Stuffed ghiya/lauki)",93,5.8,4.4,5.8,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Ducheese potato",141,3.6,10.9,9,1.3,"Dairy","vegetarian","INDB_Kaggle"
"Roast potatoes",87,1.5,14.5,2.4,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Stuffed baked potatoes",100,3.8,11,4.4,1.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Potato nests",112,5.7,11.1,4.8,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Parsley potato",120,1.5,13.8,6.3,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Creamed spinach and mushroom",420,2.3,3.2,44.1,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Fricassee of Mushroom",107,3.7,8.1,6.6,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cauliflower au gratin",146,4.5,9.1,10.2,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vegetable and cheese pie",127,4,8.8,8.3,1.9,"Dairy","vegetarian","INDB_Kaggle"
"Spinach souffle",150,7.4,6.3,10.5,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Beetroot and egg salad (Chukandar aur ande ka salad)",85,3.4,3.4,6.5,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Sour cream potato salad",122,2.9,9.1,8.1,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tossed green salad",50,1.3,3.8,3.2,1.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Spring basket salad",160,3.4,11.6,11.3,3.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cucumber and yogurt salad (Kheere aur dahi ka salad)",36,2.1,4.7,0.9,1.7,"Dairy","vegetarian","INDB_Kaggle"
"Chicken and tomato towers",101,6.9,2.4,7,1.1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Jellied sunshine fruit salad",49,5.9,4.2,0.9,1.8,"Fruits","vegetarian","INDB_Kaggle"
"Tomato aspic",50,6.9,5,0.3,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Frozen frosty fruit salad (Phalon ka salaad)",104,1.7,15.6,4.2,0.3,"Fruits","vegetarian","INDB_Kaggle"
"French dressing",734,0.3,3.7,79.7,0.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mayonnaise without eggs",329,2.1,4,33.8,0,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Curd dressing",79,5.6,8,2.9,0.2,"Dairy","vegetarian","INDB_Kaggle"
"Carrot raita (Gajar ka raita)",65,4.1,7.2,2.2,1.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pumpkin raita (Kaddu ka raita)",56,3.7,6,1.9,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mint and peanut raita (Pudinay aur moongfali ka raita)",112,7.1,7.3,6.2,1.8,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Spinach raita (Palak ka raita)",53,4,5.1,1.9,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bathua raita",54,4.1,5.3,1.8,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pineapple raita (Ananas ka raita)",68,3.9,8.6,2,1.4,"Fruits","vegetarian","INDB_Kaggle"
"Banana raita (Kele ka raita)",89,4.1,13.5,2.1,1,"Fruits","vegetarian","INDB_Kaggle"
"Mango raita (Aam ka raita)",67,3.9,8.2,2.1,0.9,"Fruits","vegetarian","INDB_Kaggle"
"Guava raita (Amarood ka raita)",64,4.2,7.3,2.1,3,"Fruits","vegetarian","INDB_Kaggle"
"Grapes raita (Angoor ka raita)",73,4,9.7,2.1,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Bottle gourd kheer (Ghiya/Lauki kheer)",84,2.7,10,3.9,0.6,"Sweets","vegetarian","INDB_Kaggle"
"Pumpkin kheer (Kaddu ki kheer)",86,2.8,10.4,3.9,0.6,"Sweets","vegetarian","INDB_Kaggle"
"Apple kheer (Seb ki kheer)",81,2.1,11.3,3.2,0.5,"Fruits","vegetarian","INDB_Kaggle"
"Caramel custard (baked)",123,5.1,15,5,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vanilla ice cream without egg",229,2.7,14.2,18.2,0,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Vanilla ice cream with egg",215,4.2,11.7,17,0,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Strawberry ice cream",216,4.2,12.3,17,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocochip ice cream",241,4.2,16.8,17.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Choconut ice cream",274,5,23.1,18.5,0.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Pear chocholate sunday",183,2.1,15,13.1,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate sauce",263,1.9,43.2,10.4,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Coffee ice cream",151,3.2,14.1,9.4,0,"Beverages","vegetarian","INDB_Kaggle"
"Coffee pear alaska",204,2.9,19.4,13.2,0.2,"Beverages","vegetarian","INDB_Kaggle"
"Crunchy butterscotch",277,3.1,19.9,21,0.5,"Dairy","vegetarian","INDB_Kaggle"
"Peach melba ice cream",201,2.1,16.3,14.5,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Vanilla ice cream with apples in hot cherry sauce",196,1.7,22.8,11.5,0.3,"Fruits","vegetarian","INDB_Kaggle"
"Grape and orange whip",57,1.4,6.7,2.6,1,"Fruits","vegetarian","INDB_Kaggle"
"Honey banana cream",125,2.8,13.6,6.7,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Raspberry bavarian cream",150,3.3,17.8,7.9,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Fruit delight",107,2.1,9.1,7.1,0.1,"Fruits","vegetarian","INDB_Kaggle"
"Creamy chocolate mousse",231,6.9,9.5,18.2,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cold lemon souffle",170,5.9,15.6,9.8,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cold orange souffle",173,5.9,16.3,9.8,0.1,"Fruits","vegetarian","INDB_Kaggle"
"Cold pineapple souffle",181,6.2,16.9,10.4,0,"Fruits","vegetarian","INDB_Kaggle"
"Cold vanilla souffle",180,6.2,16.3,10.3,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cold chocolate souffle",188,6.4,17.2,10.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Stewed fruit (with pear)",74,0.3,18.2,0.3,2.8,"Fruits","vegetarian","INDB_Kaggle"
"Apricot fool",241,1.5,33.6,11.4,1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pavlova",201,1.8,21.8,12.3,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Apple crumb pudding",221,1.5,35.2,8.9,1.3,"Fruits","vegetarian","INDB_Kaggle"
"Steamed cake with chocolate sauce",302,4.5,29.1,19,0.3,"Beverages","vegetarian","INDB_Kaggle"
"Hot lemon souffle",155,5.3,16.3,7.9,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gulab jamun with milk powder",471,0.9,28.2,40.2,0.1,"Beverages","vegetarian","INDB_Kaggle"
"Chum chum",130,1.5,28.3,1.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dil bahar",130,1.5,28.3,1.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rasbhari",130,1.5,28.3,1.9,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rajbogh",134,1.7,28.2,2.3,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Rasgulla",119,1.4,25.8,1.8,0,"Sweets","vegetarian","INDB_Kaggle"
"Rasmalai",136,1.6,29.2,2.1,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Khoa coconut burfi",411,10,36.6,26,4.1,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Danedar burfi",103,3.2,12.3,4.7,0.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Semolina burfi (Suji/Rava burfi)",349,3.5,47.1,16.9,2.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Pumpkin coconut burfi (Kaddu aur nariyal ki burfi)",186,1.8,17,12.7,4.3,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Khoa ladoo",396,12.2,34.4,24.1,3.1,"Sweets","vegetarian","INDB_Kaggle"
"Wheat and gram flour ladoo (Atta besan ladoo)",502,9.4,50.5,29.9,6,"Sweets","vegetarian","INDB_Kaggle"
"Semolina ladoo with nuts (Suji/Rava ladoo with nuts)",442,5.4,48,25.5,4.3,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Sesame chickpeas brittle (Til aur channe ki chikki)",283,8.5,50.5,4.7,5.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Murmura chikki",254,2.1,59.6,0.3,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Masala onion pakora/pakoda (Pyaaz ke pakode)",552,2.1,6.5,57.6,1.4,"Snacks","vegetarian","INDB_Kaggle"
"Masala green chilli pakora/pakoda (Hari mirch kay pakode)",669,2.2,5.6,71,1.3,"Snacks","vegetarian","INDB_Kaggle"
"Chicken pakora/pakoda",590,6,4.6,61,1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Fish pakora/pakoda",577,6,4.6,59.5,1,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Paneer cutlet",672,4.6,7.6,69.4,0.4,"Dairy","vegetarian","INDB_Kaggle"
"Sago cutlet/vadas (Sabudana cutlet/vadas)",559,0.6,11.2,57,0.5,"Snacks","vegetarian","INDB_Kaggle"
"Poshtik cutlet",496,2,7.4,50.9,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Egg cutlet (Anda cutlet)",575,2.5,5.8,60.3,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Minced meat cutlet",532,5.1,5.6,54.5,0.4,"Mixed Dishes","non-vegetarian","INDB_Kaggle"
"Vegetable samosa",443,2.2,13.2,42.2,1.5,"Snacks","vegetarian","INDB_Kaggle"
"Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada)",746,4.4,9.7,76.3,2.3,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Masala urad dal vada",704,4.3,9.9,71.6,2.7,"Pulses & Legumes","vegetarian","INDB_Kaggle"
"Khaman (dhokla)",55,1.9,5.4,2.8,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Instant dhokla",207,7.7,24.1,9.4,3.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tomato ginger chutney (Tamatar adarak ki chutney)",45,1.1,9.1,0.3,2.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Mint tomato chutney (Pudinay aur tamatar ki chutney)",44,1.5,8.2,0.4,2.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Coriander chutney (Hare dhaniye ki chutney)",43,1.4,8.2,0.4,2.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gooseberry chutney (Amla chutney)",43,1.4,8.8,0.6,4.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Walnut chutney (Akhrot ki chutney)",370,9.4,8.9,33.5,3,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Saunth/Sonth chutney with ginger",84,0.3,20.6,0.1,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Gun powder chutney",312,21.6,47.7,2.7,14,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dessicated coconut chutney (Sookhe kase nariyal ki chutney)",346,12.9,36.7,15.9,13.2,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Curd mint dip",76,4.8,9.1,2.4,0.8,"Dairy","vegetarian","INDB_Kaggle"
"Curd vegetable dip",56,3.9,6,1.9,0.6,"Dairy","vegetarian","INDB_Kaggle"
"Mayonnaise vegetable dip",241,3,4.8,23.4,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich)",151,4,20.5,6.3,2.1,"Sweets","vegetarian","INDB_Kaggle"
"Tomato sandwich (grilled)",190,6.3,21.3,9.4,1.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"French sandwich (toasted)",187,6.8,14.8,11.5,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Peanut butter cucumber sandwich",243,9,29.8,10.6,3.4,"Dairy","vegetarian","INDB_Kaggle"
"Mint and peanut sandwich",274,7.2,31.8,13.9,3.7,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Spicy chutney sandwich",250,8.7,34,9.6,3.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chicken walnut sandwich (Chicken aur akhrot ke sandwich)",286,12.6,22.6,16.8,1.5,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Rolled sandwich",293,6.5,34.7,15.3,2.1,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Ribbon sandwich",239,6.3,24.8,13.4,2.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Checker board sandwich",348,7.4,25.9,24.7,2.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Submarine sandwich",217,6.1,13.6,15.3,1.2,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Cheese open sandwich",274,9.8,28.4,14.2,1.7,"Dairy","vegetarian","INDB_Kaggle"
"Sunset and sunrise open sandwich",241,8.6,18.9,15.1,1.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Danish luncheon sandwich",194,9,17.8,10.1,1.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chicken and corn open sandwich",188,8.6,19.2,8.8,1.7,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chocolate sponge cake",240,9.1,39.5,5.5,0.5,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate swiss roll",306,6,27,19.8,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Lemon curd filling",226,3.4,26.4,12.6,0,"Dairy","vegetarian","INDB_Kaggle"
"Jam filling",185,0,46.2,0,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate pastry",243,7.1,32.2,10.1,0.3,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Assorted pastry",231,6.8,32,8.9,0.4,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Orange gateau",178,4.8,27,6,0.7,"Beverages","vegetarian","INDB_Kaggle"
"Black forest gateau",218,5.9,30.6,8.6,0.3,"Beverages","vegetarian","INDB_Kaggle"
"Lemon cake",374,5.3,43.1,20.6,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Dundee cake",397,7.8,41.4,22.7,1.8,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Victorian sandwich cake",373,5.2,44.7,19.8,0.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Chocolate eggless cake",312,6.7,43.5,13.2,0.3,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Orange eggless cake",356,7.2,52.7,13.8,0.6,"Meat & Seafood","non-vegetarian","INDB_Kaggle"
"Chocolate glace icing",436,3.2,62.4,20.8,0,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Butter icing",501,0.2,71.6,25.4,0,"Dairy","vegetarian","INDB_Kaggle"
"Chocolate butter icing",470,3.2,61.7,24.8,0,"Dairy","vegetarian","INDB_Kaggle"
"Almond biscuit (Badam ke biscuit)",408,6.3,52.1,19.7,1.5,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Orange biscuit",355,3.6,62.1,11,0.8,"Fruits","vegetarian","INDB_Kaggle"
"Gingerman biscuit",357,6.3,55.2,12.7,2,"Snacks","vegetarian","INDB_Kaggle"
"Coffee drops",443,7.6,43.1,27.2,1.9,"Beverages","vegetarian","INDB_Kaggle"
"Christmas biscuit",406,5.7,61,15.9,2.2,"Snacks","vegetarian","INDB_Kaggle"
"Christmas wreath biscuit",386,5.4,58.1,15,2.3,"Snacks","vegetarian","INDB_Kaggle"
"Christmas bell biscuit",405,5.7,60.8,15.8,2.3,"Snacks","vegetarian","INDB_Kaggle"
"Christmas star biscuit",392,3.5,74.5,10,1.5,"Snacks","vegetarian","INDB_Kaggle"
"Christmas tree biscuit",386,5.4,58.4,15,2.7,"Snacks","vegetarian","INDB_Kaggle"
"Chocolate cream shells",427,5.1,59.3,19.3,0.9,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Jelly biscuit",405,4.2,55.2,19.3,2,"Snacks","vegetarian","INDB_Kaggle"
"Cherry and walnut cookies",423,5.6,59.4,18.8,1.3,"Nuts & Seeds","vegetarian","INDB_Kaggle"
"Cheese straws",382,9.8,30.6,24.3,1.3,"Dairy","vegetarian","INDB_Kaggle"
"Butterfly biscuit",341,10,25.3,22.1,1,"Dairy","vegetarian","INDB_Kaggle"
"Flan pastry",446,6.7,47.8,25,1.6,"Mixed Dishes","vegetarian","INDB_Kaggle"
"Fruit flan",261,3.3,34.7,12.5,0.7,"Fruits","vegetarian","INDB_Kaggle"
"Orange cream flan",280,4.7,36.2,13.6,0.6,"Fruits","vegetarian","INDB_Kaggle"
"Fruit puree tart",287,3.4,30.4,16.8,1.3,"Fruits","vegetarian","INDB_Kaggle"
"Apple banana pie",244,3.1,32.1,11.4,1.9,"Fruits","vegetarian","INDB_Kaggle"
"Lemon chiffon pie",259,4.9,27.6,14.5,0.7,"Mixed Dishes","vegetarian","INDB_Kaggle"
